Name,Fide ID,Nascimento,Place of Birth,Death,Date they became Grandmaster,Federation,Sexo,Age they became Grandmaster
"Mamedyarov, Shakhriyar",13401319.0,1985-04-12 00:00:00,Sumgayit,,2002,Azerbaijan,M,17.0
"Mammadov, Zaur",13401033.0,1994-04-16 00:00:00,Baku,,2015,Azerbaijan,M,21.0
"Maník, Mikuláš",14900734.0,1975-05-26 00:00:00,Košice,,2006,Slovakia,M,31.0
"Manolache, Marius",1201530.0,1973-04-22 00:00:00,Galați,,2007,Romania,M,34.0
"Manor, Ilan",2800110.0,1969-10-26 00:00:00,Haifa,,1996,Israel,M,27.0
"Marcelin, Cyril",607274.0,1979-03-16 00:00:00,Suresnes,,2002,France,M,23.0
"Marciano, David",600423.0,1969-07-04 00:00:00,Toulouse,,1998,France • Monaco,M,29.0
"Mareco, Sandro",112275.0,1987-05-13 00:00:00,Haedo,,2010,Argentina,M,23.0
"Margvelashvili, Giorgi",13602926.0,1990-02-09 00:00:00,Tbilisi,,2010,Georgia,M,20.0
"Mariano, Nelson",5200610.0,1974-06-28 00:00:00,Manila,,2004,Philippines,M,30.0
"Marin, Mihail",1200020.0,1965-04-21 00:00:00,Bucharest,,1993,Romania,M,28.0
"Mariotti, Sergio",800023.0,1946-08-10 00:00:00,Florence,,1974,Italy,M,28.0
"Marić, Rudolf",,1927-05-13 00:00:00,Novi Sad,1990-08-26 00:00:00,1990,Yugoslavia,M,63.0
"Marjanović, Slavoljub",900354.0,1955-01-06 00:00:00,Lalinac (Niš),,1978,Serbia,M,23.0
"Markoš, Ján",14903474.0,1985-07-02 00:00:00,Banská Bystrica,,2007,Slovakia,M,22.0
"Markosian, David S.",13300466.0,1972-01-24 00:00:00,Stepanakert,,2008,Armenia,M,36.0
"Markovic, Miroslav",901504.0,1973-05-08 00:00:00,,,1999,Serbia,M,26.0
"Markowski, Tomasz",1105680.0,1975-07-30 00:00:00,Głogów,,1998,Poland,M,23.0
"Markuš, Robert",921637.0,1983-10-07 00:00:00,Bačka,,2004,Serbia,M,21.0
"Maróczy, Géza",,1870-03-03,Szeged,1951-05-29 00:00:00,1950,Hungary,M,80.0
"Marović, Dražen",14500183.0,1938-01-14 00:00:00,Split,,1975,Yugoslavia • Croatia,M,37.0
"Martinez Alcantara, Jose Eduardo",3805662.0,1999-01-31 00:00:00,Lima,,2018,Peru,M,19.0
"Martinez Duany, Lelys Stanley",3504727.0,1985-07-10 00:00:00,Santiago de Cuba,,2009,Cuba,M,24.0
"Martinović, Saša",14509792.0,1991-07-15 00:00:00,,,2011,Croatia,M,20.0
"Martinović, Slobodan",900931.0,1945-07-25 00:00:00,Belgrade,2015-01-10 00:00:00,1979,Serbia,M,34.0
"Martirosyan, Haik M.",13306553.0,2000-07-14 00:00:00,Artashat,,2017,Armenia,M,17.0
"Maslak, Konstantin",4130901.0,1984-08-27 00:00:00,Volgograd,,2008,Russia,M,24.0
"Mastrovasilis, Athanasios",4201990.0,1979-04-18 00:00:00,,,2005,Greece,M,26.0
"Mastrovasilis, Dimitrios",4202694.0,1983-06-12 00:00:00,,,2003,Greece,M,20.0
"Matamoros Franco, Carlos",3600017.0,1966-12-17 00:00:00,,,2002,Ecuador,M,36.0
"Matanović, Aleksandar",900230.0,1930-05-23 00:00:00,Belgrade,,1955,Serbia,M,25.0
"Mateo, Ramon",6400019.0,1958-06-23 00:00:00,Santo Domingo,,2008,Dominican Republic,M,50.0
"Matinian, Nikita",24129100.0,1992-04-21 00:00:00,Aygehovit,,2017,Russia,M,25.0
"Matjushin, Gennady",14107910.0,1984-08-23 00:00:00,,,2007,Ukraine,M,23.0
"Matlakov, Maxim",4168003.0,1991-03-05 00:00:00,Makeevka,,2010,Russia,M,19.0
"Matsenko, Sergei",4170083.0,1990-06-21 00:00:00,Chelyabinsk,,2018,Russia,M,28.0
"Matsuura, Everaldo",2100169.0,1970-10-01 00:00:00,Maringá,,2011,Brazil,M,41.0
"Matulović, Milan",900362.0,1935-06-10 00:00:00,Belgrade,2013-10-09 00:00:00,1965,Yugoslavia • Serbia,M,30.0
"Matuszewski, Michal",1129775.0,1993-01-06 00:00:00,Warsaw,,2019,Poland,M,26.0
"Maximov, Dmitry",14105659.0,1984-07-20 00:00:00,Dnipro,,2008,Ukraine,M,24.0
"Mazé, Sébastien",613762.0,1984-02-08 00:00:00,Paris,,2007,France,M,23.0
"McDonald, Neil",400629.0,1967-01-21 00:00:00,Gravesend,,1996,England,M,29.0
"McNab, Colin",2400030.0,1961-02-03 00:00:00,Dundee,,1992,Scotland,M,31.0
"McShane, Luke",404853.0,1984-01-07 00:00:00,London,,2000,England,M,16.0
"Mchedlishvili, Mikheil",13600966.0,1979-06-04 00:00:00,,,2002,Georgia,M,23.0
"Mecking, Henrique",2100010.0,1952-01-23 00:00:00,Santa Cruz do Sul,,1972,Brazil,M,20.0
"Mednis, Edmar",2000440.0,1937-03-22 00:00:00,Riga,2002-02-13 00:00:00,1980,United States,M,43.0
"Meduna, Eduard",300055.0,1950-09-11 00:00:00,Prague,,1987,Czechoslovakia,M,37.0
"Medvegy, Zoltán",708402.0,1979-03-21 00:00:00,,,2002,Hungary,M,23.0
"Megaranto, Susanto",7101384.0,1987-10-08 00:00:00,Indramayu,,2004,Indonesia,M,17.0
"Meier, Georg",4675789.0,1987-08-26 00:00:00,Trier,,2007,Germany,M,20.0
"Meijers, Viesturs",11600314.0,1967-12-05 00:00:00,Limbaži,,2004,Latvia,M,37.0
"Meister, Jakob",4102541.0,1955-09-11 00:00:00,Kopeisk,,2008,Germany,M,53.0
"Mekhitarian, Krikor Sevag",2107660.0,1986-11-15 00:00:00,São Paulo,,2010,Brazil,M,24.0
"Melkumyan, Hrant",13302485.0,1989-04-30 00:00:00,Yerevan,,2008,Armenia,M,19.0
"Meshkovs, Nikita",11602740.0,1994-06-30 00:00:00,Riga,,2017,Latvia,M,23.0
"Mestel, Jonathan",400122.0,1957-03-13 00:00:00,Cambridge,,1982,England,M,25.0
"Michalik, Peter",14907526.0,1990-09-15 00:00:00,Prievidza,,2011,Slovakia • Czechoslovakia,M,21.0
"Michiels, Bart",202967.0,1986-10-30 00:00:00,Gent,,2014,Belgium,M,28.0
"Mieses, Jacques",,1865-02-27,Leipzig,1954-02-23 00:00:00,1950,England,M,85.0
"Miezis, Normunds",11600136.0,1971-05-11 00:00:00,Olaine,,1997,Latvia,M,26.0
"Mihók, Olivér",728012.0,1993-06-23 00:00:00,,,2015,Hungary,M,22.0
"Mikaelyan, Arman",13304852.0,1996-11-25 00:00:00,Yerevan,,2017,Armenia,M,21.0
"Mikėnas, Vladas",,1910-04-17 00:00:00,Tallinn,1992-11-03 00:00:00,1987,Lithuania,M,77.0
"Mikhalchishin, Adrian",14602385.0,1954-11-18 00:00:00,Lvov,,1978,Soviet Union • Ukraine • Slovakia,M,24.0
"Mikhaletz, Lubomir",14102340.0,1974-08-15 00:00:00,Khmelnytskyi,,2000,Ukraine,M,26.0
"Mikhalevski, Victor",2801914.0,1972-07-08 00:00:00,Gomel,,1996,Israel,M,24.0
"Miladinović, Igor",4203380.0,1974-01-25 00:00:00,,,1993,Serbia,M,19.0
"Milanović, Danilo",915483.0,1974-01-18 00:00:00,Smederevska Palanka,,2008,Serbia,M,34.0
"Miles, Anthony J. (Tony)",403385.0,1955-04-23 00:00:00,Edgbaston,2001-11-12 00:00:00,1976,England,M,21.0
"Milić, Borislav",,1925-10-20 00:00:00,Belgrade,1986-05-28 00:00:00,1977,Yugoslavia,M,52.0
"Miljković, Miroslav",922722.0,1985-05-06 00:00:00,Niš,,2013,Serbia,M,28.0
"Milos, Gilberto",2100029.0,1963-10-30 00:00:00,São Paulo,,1988,Brazil,M,25.0
"Milov, Leonid",14101068.0,1966-02-06 00:00:00,Dnepropetrovsk,,2012,Germany,M,46.0
"Milov, Vadim",1304364.0,1972-08-01 00:00:00,Ufa,,1993,Switzerland,M,21.0
"Minasian, Ara",13300377.0,1974-04-14 00:00:00,Giumri,,2004,Armenia,M,30.0
"Minasian, Artashes",13300040.0,1967-01-21 00:00:00,Yerevan,,1992,Armenia,M,25.0
"Minić, Dragoljub",14500477.0,1937-03-05 00:00:00,Titograd,2005-04-05 00:00:00,1991,Yugoslavia • Serbia and Montenegro,M,54.0
"Mirallès, Gilles",600059.0,1966-02-08 00:00:00,Grasse,,1997,France,M,31.0
"Miranda Mesa, Elier",3510697.0,1993-01-29 00:00:00,Villa Clara Province,,2019,Cuba,M,26.0
"Miron, Lucian-Costin",1210920.0,1987-09-14 00:00:00,Ploiești,,2019,Romania,M,32.0
"Miroshnichenko, Evgenij",14102595.0,1978-12-28 00:00:00,Donetsk,,2002,Ukraine,M,24.0
"Mirumian, Vigen",316180.0,1977-09-29 00:00:00,Yerevan,,2008,Czechoslovakia,M,31.0
"Mirzoev, Azer",13400304.0,1978-03-28 00:00:00,Baku,,2001,Azerbaijan,M,23.0
"Mirzoev, Emil",14108640.0,1905-06-18 00:00:00,,,2019,Ukraine,M,23.0
"Mitkov, Nikola",15000290.0,1971-12-18 00:00:00,,,1993,North Macedonia,M,22.0
"Mitoń, Kamil",1111914.0,1984-04-12 00:00:00,Kraków,,2002,Poland,M,18.0
"Miśta, Aleksander",1110381.0,1983-01-07 00:00:00,Myszków,,2004,Poland,M,21.0
"Mogranzini, Roberto",810894.0,1983-01-06 00:00:00,Carpi,,2013,Italy,M,30.0
"Mohr, Georg",14600013.0,1965-02-02 00:00:00,Maribor,,1997,Slovakia,M,32.0
"Mohr, Stefan",4600290.0,1967-10-22 00:00:00,Frankfurt,,1989,Germany,M,22.0
"Moiseenko, Alexander",14102560.0,1980-05-17 00:00:00,Severomorsk,,2000,Ukraine,M,20.0
"Moiseenko, Vadim",4123700.0,1994-07-07 00:00:00,Bratsk,,2018,Russia,M,24.0
"Mokry, Karel",306070.0,1959-02-07 00:00:00,Prostějov,,1984,Czechoslovakia,M,25.0
"Mollah Abdullah, Al Rakib",10200444.0,1980-12-02 00:00:00,Narayanganj,,2007,Bangladesh,M,27.0
"Molner, Mackenzie",2021722.0,1988-08-01 00:00:00,"Englewood, New Jersey",,2013,United States,M,25.0
"Mons, Leon",4614950.0,1995-09-10 00:00:00,Lübeck,,2018,Germany,M,23.0
"Monticelli, Mario",,1902-03-16 00:00:00,Venice,1995-06-30 00:00:00,1985,Italy,M,83.0
"Moradiabadi, Elshan",12501255.0,1985-05-22 00:00:00,Tehran,,2005,Iran • United States,M,20.0
"Moranda, Wojciech",1122401.0,1988-08-17 00:00:00,Kielce,,2009,Poland,M,21.0
"Moreno Carnero, Javier",2224267.0,1975-06-07 00:00:00,Buenos Aires,,2003,Spain,M,28.0
"Moroni, Luca",865834.0,2000-07-01 00:00:00,Desio,,2017,Italy,M,17.0
"Morovic Fernández, Iván",3405400.0,1963-03-24 00:00:00,Viña del Mar,,1986,Chile,M,23.0
"Moroz, Alexander",14100509.0,1961-01-18 00:00:00,Dnepropetrovsk,2009-01-17 00:00:00,1999,Ukraine,M,38.0
"Morozevich, Alexander",4116992.0,1977-07-18 00:00:00,Moscow,,1994,Russia,M,17.0
"Mosadeghpour, Masoud",12519278.0,1905-06-19 00:00:00,Mashhad,,2017,Iran,M,20.0
"Moskalenko, Alexander",4155351.0,1988-06-08 00:00:00,Zhytomyr Oblast,,2018,Russia,M,30.0
"Moskalenko, Viktor",14100100.0,1960-12-04 00:00:00,Odessa,,1992,Ukraine • Spain,M,32.0
"Motwani, Paul",2400022.0,1962-06-13 00:00:00,Glasgow,,1992,Scotland,M,30.0
"Motylev, Alexander",4121830.0,1979-06-17 00:00:00,Yekaterinburg,,2000,Russia,M,21.0
"Moussard, Jules",642908.0,1995-01-16 00:00:00,Paris,,2016,France,M,21.0
"Movsesian, Sergei",310204.0,1978-11-03 00:00:00,Tbilisi,,1997,Armenia,M,19.0
"Movsziszian, Karen",13301152.0,1963-01-06 00:00:00,Yerevan,,1994,Armenia,M,31.0
"Mozharov, Mikhail",4189825.0,1990-10-19 00:00:00,Moscow,,2014,Russia,M,24.0
"Mrva, Martin",14900092.0,1971-12-12 00:00:00,Prešov,,2005,Slovakia,M,34.0
"Muller, Karsten",4600347.0,1970-11-23 00:00:00,Hamburg,,1998,Germany,M,28.0
"Munkhgal, Gombosuren",4901266.0,1988-09-06 00:00:00,,,2020,Mongolia,M,32.0
"Murariu, Andrei",1209272.0,1986-02-17 00:00:00,Bârlad,,2006,Romania,M,20.0
"Muratović, Alija",921661.0,1962-01-05 00:00:00,Novi Pazar,,2009,Serbia,M,47.0
"Murey, Jacob",2803585.0,1941-08-02 00:00:00,Moscow,,1987,Israel,M,46.0
"Murshed, Niaz",10200010.0,1966-05-13 00:00:00,Dhaka,,1987,Bangladesh,M,21.0
"Muñoz, Miguel",3800229.0,1975-10-10 00:00:00,"La Merced, Junín",,2012,Spain,M,37.0
"Muše, Mladen",4600304.0,1963-01-20 00:00:00,Bjelovar,,2001,Germany • Croatia,M,38.0
"Muzychuk, Anna",14111330.0,1990-02-28 00:00:00,Stryi,,2012,Slovakia • Ukraine,F,22.0
"Muzychuk, Mariya",14114550.0,1992-09-21 00:00:00,Stryi,,2015,Ukraine,F,23.0
"Nabaty, Tamir",2809052.0,1991-05-04 00:00:00,Ness Ziona,,2011,Israel,M,20.0
"Nadyrkhanov, Sergey",4135830.0,1963-09-28 00:00:00,,,1999,Russia,M,36.0
"Nagy, Gábor",737119.0,1994-09-18 00:00:00,,,2020,Hungary,M,26.0
"Naiditsch, Arkadij",4650891.0,1985-10-25 00:00:00,Riga,,2001,Germany • Azerbaijan,M,16.0
"Najdorf, Miguel",,1910-04-15 00:00:00,Grodzisk Mazowiecki,1997-07-04 00:00:00,1950,Argentina,M,40.0
"Najdoski, Toni",15001334.0,1970-05-04 00:00:00,,,1998,North Macedonia,M,28.0
"Najer, Evgeniy",4118987.0,1977-06-22 00:00:00,Moscow,,1999,Russia,M,22.0
"Nakamura, Hikaru",2016192.0,1987-12-09 00:00:00,Hirakata,,2003,United States,M,16.0
"Nalbandian, Tigran",13300245.0,1975-06-05 00:00:00,Yerevan,,2004,Armenia,M,29.0
"Nanu, Costicǎ-Ciprian",1204580.0,1977-07-28 00:00:00,Brașov,,2010,Romania,M,33.0
"Narayanan, Srinath",5018420.0,1994-02-14 00:00:00,Chennai,,2017,India,M,23.0
"Narciso Dublan, Marc",2201500.0,1974-01-20 00:00:00,Barcelona,,2003,Spain,M,29.0
"Naroditsky, Daniel",2026961.0,1995-11-09 00:00:00,San Mateo,,2013,United States,M,18.0
"Nasanjargal, Urtnasan",4900774.0,1994-02-19 00:00:00,,,2020,Mongolia,M,26.0
"Nasuta, Grzegorz",1141686.0,1996-03-01 00:00:00,Białystok,,2018,Poland,M,22.0
"Nataf, Igor-Alexandre",605492.0,1978-05-02 00:00:00,Paris,,1998,France,M,20.0
"Naumann, Alexander",4623169.0,1979-02-17 00:00:00,Magdeburg,,2005,Germany,M,26.0
"Naumkin, Igor",4101715.0,1965-08-10 00:00:00,Moscow,,1990,Russia,M,25.0
"Navara, David",309095.0,1985-03-27 00:00:00,Prague,,2002,Czechoslovakia,M,17.0
"Nedev, Trajko",15000605.0,1973-02-27 00:00:00,,,2001,North Macedonia,M,28.0
"Neelotpal, Das",5003512.0,1982-04-20 00:00:00,Kolkata,,2006,India,M,24.0
"Negi, Parimarjan",5016690.0,1993-02-09 00:00:00,New Delhi,,2006,India,M,13.0
"Neikšāns, Arturs",11601388.0,1983-03-16 00:00:00,Valka,,2012,Latvia,M,29.0
"Nemet, Ivan",1301438.0,1943-04-14 00:00:00,Sombor,2007-12-16 00:00:00,1978,Yugoslavia • Switzerland,M,35.0
"Nepomniachtchi, Ian",4168119.0,1990-07-14 00:00:00,Bryansk,,2007,Russia,M,17.0
"Nesterov, Arseniy",24198455.0,1905-06-25 00:00:00,,,2020,Russia,M,17.0
"Nesterov, Yakov",13700030.0,1966-11-24 00:00:00,Tselinograd,,2005,Kazakhstan,M,39.0
"Nestorovic, Nikola",934526.0,1989-10-13 00:00:00,Belgrade,,2016,Serbia,M,27.0
"Neuman, Petr",305243.0,1978-03-11 00:00:00,Rakovník,,2013,Czechoslovakia,M,35.0
"Nevednichy, Vladislav",1205730.0,1969-09-03 00:00:00,,,1993,Romania,M,24.0
"Neverov, Valeriy",14100150.0,1964-06-21 00:00:00,Kharkiv,,1991,Ukraine,M,27.0
"Nevostrujev, Vladimir",4114345.0,1966-05-25 00:00:00,Novokuznetsk,,2003,Russia,M,37.0
Nguyễn Anh Dũng,12400025.0,1976-03-17 00:00:00,,,2001,Vietnam,M,25.0
Nguyễn Anh Khôi,12404675.0,2002-01-11 00:00:00,,,2019,Vietnam,M,17.0
Nguyen Duc Hoa,12401358.0,1989-07-13 00:00:00,,,2014,Vietnam,M,25.0
Nguyễn Huynh Minh Huy,12401269.0,1987-10-11 00:00:00,Dong Thap,,2014,Vietnam,M,27.0
Nguyễn Ngọc Trường Sơn,12401110.0,1990-02-23 00:00:00,Rạch Giá,,2005,Vietnam,M,15.0
"Nguyễn, Thái Đai Vân",358878.0,2001-12-12 00:00:00,,,2018,Czechoslovakia,M,17.0
"Nguyễn, Văn Huy",12401064.0,1985-03-14 00:00:00,,,2020,Vietnam,M,35.0
Ni Hua,8601160.0,1983-05-31 00:00:00,Shanghai,,2003,China,M,20.0
"Nielsen, Peter Heine",1400355.0,1973-05-24 00:00:00,Holstebro,,1994,Denmark,M,21.0
Nihal Sarin,25092340.0,2004-07-13 00:00:00,Thrissur,,2018,India,M,14.0
"Nijboer, Friso",1000063.0,1965-05-26 00:00:00,Nijmegen,,1993,Netherlands,M,28.0
"Nikčević, Nebojša",901776.0,1965-02-20 00:00:00,,,1997,Montenegro,M,32.0
"Nikitin, Andrey",4119568.0,1974-08-10 00:00:00,,,2001,Russia,M,27.0
"Nikolac, Juraj",14500140.0,1932-04-22 00:00:00,Metković,,1979,Yugoslavia • Croatia,M,47.0
"Nikolaidis, Ioannis",4202139.0,1971-01-04 00:00:00,,,1995,Greece,M,24.0
"Nikolenko, Oleg",4101880.0,1959-06-19 00:00:00,Moscow,,2008,Russia,M,49.0
"Nikolic, Predrag",14400014.0,1960-09-11 00:00:00,Šamac,,1983,Yugoslavia • Boznia and Herzegovina,M,23.0
"Nikolic, Stanimir",903191.0,1935-01-26 00:00:00,Donja Trepča,,1978,Yugoslavia • Serbia,M,43.0
"Nikolov, Momchil",2905710.0,1985-03-03 00:00:00,Dobrich,,2010,Bulgaria,M,25.0
"Ninov, Nikolai",2900424.0,1969-05-21 00:00:00,Pazardzhik,,2012,Bulgaria,M,43.0
"Nisipeanu, Liviu-Dieter",1202758.0,1976-08-01 00:00:00,Brașov,,1997,Romania • Germany,M,21.0
"Nogueiras Santiago, Jesús",3500020.0,1959-07-17 00:00:00,Remedios,,1979,Cuba,M,20.0
"Norwood, David",400106.0,1968-10-03 00:00:00,Farnworth,,1989,England • Andorra,M,21.0
"Nosenko, Alexander",14100690.0,1968-01-13 00:00:00,,2017-02-04 00:00:00,2014,Ukraine,M,46.0
"Notkevich, Benjamin Arvola",1506536.0,1993-02-09 00:00:00,Oslo,,2018,Norway,M,25.0
"Novik, Maxim [ru]",4102924.0,1970-04-03 00:00:00,Leningrad,,2003,Russia,M,33.0
"Novikov, Igor",14100037.0,1962-05-23 00:00:00,Kharkov,,1990,Ukraine • United States,M,28.0
"Novikov, Maxim",4161289.0,1972-05-02 00:00:00,Klimovsk,,2005,Russia,M,33.0
"Novikov, Stanislav",4125371.0,1985-07-06 00:00:00,Moscow,,2004,Russia,M,19.0
"Nunn, John",400017.0,1955-04-25 00:00:00,London,,1978,England,M,23.0
"Nybäck, Tomi",503142.0,1985-04-03 00:00:00,Järvenpää,,2003,Finland,M,18.0
"Nyzhnyk, Illya",14118084.0,1996-09-27 00:00:00,Vinnytsia,,2011,Ukraine,M,15.0
"Obregón, Andrés Carlos",111724.0,1986-10-22 00:00:00,Buenos Aires,,2014,Argentina,M,28.0
"Obregon Rivero, Juan Carlos",3507815.0,1989-09-08 00:00:00,Las Tunas,,2020,Cuba,M,31.0
"Obukhov, Alexander",4108442.0,1969-04-17 00:00:00,,,2005,Russia,M,36.0
"Odeev, Handszar",14000091.0,1972-01-27 00:00:00,Moscow,,2004,Turkmenistan,M,32.0
"Øgaard, Leif",1500074.0,1952-01-05 00:00:00,,,2007,Norway,M,55.0
"O'Kelly de Galway, Albéric",,1911-05-17 00:00:00,Brussels,1980-10-03 00:00:00,1956,Belgium,M,45.0
"Okhotnik, Vladimir",14101289.0,1950-02-28 00:00:00,Kiev,,2011,France,M,61.0
"Ólafsson, Friðrik",2300052.0,1935-01-26 00:00:00,Reykjavik,,1958,Iceland,M,23.0
"Ólafsson, Helgi",2300010.0,1956-08-15 00:00:00,Reykjavik,,1985,Iceland,M,29.0
"Oleksiyenko, Mykhaylo",4152417.0,1986-09-30 00:00:00,Lviv,,2005,Ukraine,M,19.0
"Oliva Castañeda, Kevel",3500799.0,1994-05-04 00:00:00,Matanzas,,2017,Cuba,M,23.0
"Oll, Lembit",,1966-04-23 00:00:00,Kohtla-Järve,1999-05-17 00:00:00,1990,Soviet Union • Estonia,M,24.0
"Olszewski, Michał",1121251.0,1989-09-23 00:00:00,Warsaw,,2009,Poland,M,20.0
"Omelja, Artem",14119846.0,1905-06-13 00:00:00,,,2020,Ukraine,M,29.0
"Oms Pallise, Josep",2205521.0,1973-07-20 00:00:00,Vallfogona de Balaguer,,2007,Andorra • Spain,M,34.0
"Onischuk, Alexander",14101025.0,1975-09-03 00:00:00,Simferopol,,1994,United States,M,19.0
"Onischuk, Vladimir",14114038.0,1991-07-21 00:00:00,Ivano-Frankivsk,,2012,Ukraine,M,21.0
"Oparin, Grigoriy",24125890.0,1997-07-01 00:00:00,Munich,,2013,Russia,M,16.0
"Oral, Tomáš",303739.0,1977-12-24 00:00:00,Olomouc,,1999,Czechoslovakia,M,22.0
"Oratovsky, Michael",2802090.0,1974-04-03 00:00:00,,,2002,Israel,M,28.0
"Orlov, Andrey",4125282.0,1977-03-19 00:00:00,Leningrad,,2008,Russia,M,31.0
"Ortega, Lexy",811416.0,1960-03-08 00:00:00,Camagüey,,2001,Italy,M,41.0
"Ortiz Suárez, Isan Reynaldo",3507165.0,1985-04-02 00:00:00,Guantánamo,,2011,Cuba,M,26.0
"Ostenstad, Berge",1500058.0,1964-09-15 00:00:00,Asker,,2003,Norway,M,39.0
"Ostojić, Predrag",,1938-02-22 00:00:00,Kraljevo,1996-07-05 00:00:00,1975,Yugoslavia,M,37.0
"Ovetchkin, Roman",4119991.0,1973-01-16 00:00:00,,,2005,Russia,M,32.0
"Ovsejevitsch, Sergei",14101866.0,1974-05-04 00:00:00,,,2000,Ukraine,M,26.0
"Pacher, Milan",14907445.0,1990-10-03 00:00:00,Bratislava,,2016,Slovakia,M,26.0
"Pachman, Luděk",4662989.0,1924-05-11 00:00:00,Bělá pod Bezdězem,2003-03-06 00:00:00,1954,Czechoslovakia • West Germany • Germany,M,30.0
"Padevsky, Nikola",2900190.0,1933-05-29 00:00:00,Plovdiv,,1964,Bulgaria,M,31.0
"Paehtz, Thomas",4611349.0,1956-09-04 00:00:00,Erfurt,,1990,Germany,M,34.0
"Paichadze, Luka",13602934.0,1991-03-06 00:00:00,Georgia,,2012,Georgia,M,21.0
"Pakleza, Zbigniew",1119290.0,1986-12-05 00:00:00,Gliwice,,2014,Poland,M,28.0
"Palac, Mladen",14500116.0,1971-02-18 00:00:00,Donji Mamići,,1993,Croatia,M,22.0
"Palatnik, Sam",2014610.0,1950-03-26 00:00:00,Odessa,,1978,Soviet Union • United States,M,28.0
"Palo, Davor",1405853.0,1985-11-02 00:00:00,Sarajevo,,2005,Denmark,M,20.0
"Panarin, Mikhail",4153251.0,1983-08-04 00:00:00,Rostov-on-Don,,2007,Russia,M,24.0
"Panchanathan, Magesh Chandran",5007429.0,1983-08-10 00:00:00,Madurai,,2006,India,M,23.0
"Panchenko, Alexander",4102126.0,1953-10-05 00:00:00,Chelyabinsk,2009-05-19 00:00:00,1980,Soviet Union • Russia,M,27.0
"Panno, Óscar",100153.0,1935-03-17 00:00:00,Buenos Aires,,1955,Argentina,M,20.0
"Pantsulaia, Levan",13602071.0,1986-02-26 00:00:00,Tbilisi,,2005,Georgia,M,19.0
"Paoli, Enrico",1306855.0,1908-01-13 00:00:00,Trieste,2005-12-15 00:00:00,1996,Italy,M,88.0
"Pap, Gyula",725323.0,1991-04-20 00:00:00,Szekszárd,,2011,Hungary,M,20.0
"Pap, Miša",921610.0,1979-05-01 00:00:00,Novi Sad,,2011,Serbia,M,32.0
"Papadopoulos, Ioannis",4207742.0,1988-04-12 00:00:00,,,2009,Greece,M,21.0
"Papaioannou, Ioannis",4201345.0,1976-04-20 00:00:00,,,1998,Greece,M,22.0
"Papin, Vasily",4143183.0,1988-09-21 00:00:00,Moscow,,2011,Russia,M,23.0
"Papp, Gabor",718602.0,1987-05-04 00:00:00,Pécs,,2011,Hungary,M,24.0
"Paragua, Mark",5201241.0,1984-03-29 00:00:00,,,2005,Philippines,M,21.0
"Paravyan, David",4194985.0,1998-03-08 00:00:00,Moscow,,2017,Russia,M,19.0
"Parker, Jonathan",400580.0,1976-05-19 00:00:00,,,2001,England,M,25.0
"Pârligras, Mircea",1204297.0,1980-12-28 00:00:00,,,2002,Romania,M,22.0
"Parma, Bruno",14600706.0,1941-12-30 00:00:00,Lubljana,,1963,Yugoslavia • Slovakia,M,22.0
"Pashikian, Arman",13301578.0,1987-07-28 00:00:00,Irkutsk,,2007,Armenia,M,20.0
"Paunović, Dragan",900516.0,1961-11-08 00:00:00,Zemun,2016-05-19 00:00:00,2007,Serbia,M,46.0
"Pavasovič, Duško",14600986.0,1976-10-15 00:00:00,Split,,1999,Slovakia,M,23.0
"Pavlidis, Antonios",4212312.0,1993-04-01 00:00:00,,,2014,Greece,M,21.0
"Pavlov, Maxim",14104350.0,1979-06-13 00:00:00,,,2014,Ukraine,M,35.0
"Pavlović, Miloš",900389.0,1964-01-05 00:00:00,Belgrade,,1993,Serbia,M,29.0
"Pecháč, Jerguš",14926970.0,2001-10-31 00:00:00,,,2019,Slovakia,M,18.0
"Pelletier, Yannick",1301837.0,1976-09-22 00:00:00,Biel,,2001,Switzerland,M,25.0
"Pena Gomez, Manuel",2252813.0,1988-06-13 00:00:00,Vigo,,2019,Spain,M,31.0
Peng Xiaomin,8600511.0,1973-04-08 00:00:00,,,1996,China,M,23.0
Peng Zhaoqin,1004786.0,1968-05-08 00:00:00,Guangzhou,,2004,Netherlands,F,36.0
"Penrose, Jonathan",400360.0,1933-10-07 00:00:00,Colchester,,1993,England,M,60.0
"Peralta, Fernando",105309.0,1979-12-16 00:00:00,Lomas de Zamora,,2004,Argentina,M,25.0
"Perelshteyn, Eugene",2012529.0,1980-06-15 00:00:00,Zhitomir,,2006,United States,M,26.0
"Pérez Candelario, Manuel",2210622.0,1983-05-25 00:00:00,Zafra,,2011,Spain,M,28.0
"Pérez Mitjans, Orelvis",3502856.0,1976-07-28 00:00:00,Havana,,2012,Spain,M,36.0
"Pérez Ponsa, Federico",117927.0,1993-10-22 00:00:00,Zarate,,2012,Argentina,M,19.0
"Pérez Rodriguez, Luís Manuel",3503364.0,1978-10-05 00:00:00,Holguin,,2008,Cuba,M,30.0
"Pert, Nicholas",403989.0,1981-01-22 00:00:00,Ipswich,,2004,England,M,23.0
"Perunović, Miloš",921629.0,1984-01-14 00:00:00,Belgrade,,2004,Serbia,M,20.0
"Petkevich, Jusefs",11600110.0,1940-12-19 00:00:00,Riga,,2002,Latvia,M,62.0
"Petkov, Vladimir",2901188.0,1971-01-26 00:00:00,Vidin,,2007,Bulgaria,M,36.0
